"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSÄ.","Obreb","Dzielnica","street","Numer.administracyjny","housenumber","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","lon","lat","LiczbaSzkolWPromieniuKilometra","OdlegloscDoNajblizszejSzkoly","LiczbaPrzystankowWPromieniuKilometra","OdlegloscDoNajblizszegoPrzystanku","LiczbaPlacowekMedycznychWObrebieKilometra","OdlegloscDoNajblizszejPlacowkiMedycznej","LiczbaMarketowWObrebieKilometra","OdlegloscDoNajblizszegoMarketu","Odległość.do.centrum.w.m"
2789,2368.63,"Nie",42480,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sklodowskiej - Curie","36","9","mieszkalny",54.58,"2","do remontu kapitalnego","",129280,"Sklodowskiej - Curie 36",19.0136179,50.2525343,51,148.023751519683,52,184.791476171057,32,1698.78488730295,32,1698.78488730295,1155
2790,2825.32,"Nie",42639,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Scigaly","","Skrzeka","8a","7","mieszkalny",48.49,"2","","",137000,"Skrzeka 8a",18.9768752,50.2685979,22,126.56462077985,31,273.749634856211,5,664.104084897358,5,664.104084897358,3778
2791,2491.03,"Nie",42611,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","Slawka","10","12","mieszkalny",50.18,"2","","",125000,"Slawka 10",18.974471,50.2649965,24,1640.30697551249,26,188.083623857744,3,855.638120271964,3,855.638120271964,4118
2792,3035.82,"Nie",42621,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slawka","14","10","mieszkalny",32.94,"1","","",1e+05,"Slawka 14",18.9742239,50.2647041,21,1375.0769390935,26,246.445720971179,2,1034.05025598606,2,1034.05025598606,4155
2793,1309.09,"Nie",42524,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Koszutka","Sloneczna","10","31","mieszkalny",68.75,"4","","",90000,"Sloneczna 10",19.0216569,50.275172,19,478.164488303099,39,27.7472993059286,4,802.171617957418,4,802.171617957418,2060
2794,3174.6,"Nie",42177,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Sloneczna","12","31","mieszkalny",69.3,"4","","",220000,"Sloneczna 12",19.0212429,50.275112,19,404.688654851648,39,53.0084555790009,4,683.093765590703,4,683.093765590703,2090
2795,2128.48,"Tak",42506,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Slonimskiego","7","13","mieszkalny",51.68,"2","","",110000,"Slonimskiego 7",19.0220774,50.2735994,21,162.784188560759,38,160.069763217234,2,1738.45943502165,2,1738.45943502165,1866
2796,3541.02,"Nie",42695,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Slonimskiego","7","13","mieszkalny",51.68,"2","","",183000,"Slonimskiego 7",19.0220774,50.2735994,21,162.784188560759,38,160.069763217234,2,1738.45943502165,2,1738.45943502165,1866
2797,3635.59,"Nie",42758,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Slonimskiego","7","18","mieszkalny",46.76,"2","","",170000,"Slonimskiego 7",19.0220774,50.2735994,21,162.784188560759,38,160.069763217234,2,1738.45943502165,2,1738.45943502165,1866
2798,3311.94,"Nie",42622,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Koszutka","Slonimskiego","9","11","mieszkalny",48.31,"2","","",160000,"Slonimskiego 9",19.0221729,50.273731,21,188.811450493836,38,125.243730848145,2,1688.11327283783,2,1688.11327283783,1883
2799,2678.57,"Nie",42786,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","10","10","mieszkalny",84,"3","","",225000,"Slowackiego 10",19.0165338,50.2610073,62,134.904478707318,99,252.583748359686,23,243.826712912201,23,243.826712912201,573
2800,4669.94,"Nie",42412,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","5","mieszkalny",28.48,"1","","",133000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2801,4462.06,"Nie",42418,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","6","mieszkalny",43.88,"1","","",195795,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2802,4393.34,"Nie",42418,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","7","mieszkalny",63.05,"3","","",277000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2803,4191.24,"Nie",42635,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","7","mieszkalny",32.21,"1","","",135000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2804,4930.78,"Nie",42396,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","9","mieszkalny",52.73,"2","","",260000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2805,4779.24,"Nie",42398,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","10","mieszkalny",21.97,"1","","",105000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2806,4338.78,"Nie",42418,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","11","mieszkalny",22.05,"1","","",95670,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2807,4590,"Nie",42397,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","12","mieszkalny",48,"2","","",220320,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2808,4280.87,"Nie",42418,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","14","mieszkalny",42.7,"2","","",182793,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2809,3989.7,"Nie",42418,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","16","mieszkalny",23.31,"1","","",93000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2810,5197.93,"Nie",42403,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","17","mieszkalny",20.77,"1","","",107961,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2811,4628.33,"Nie",42398,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","18","mieszkalny",21.53,"1","","",99648,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2812,4936.71,"Nie",42391,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","19","mieszkalny",23.7,"1","","",117000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2813,4534.7,"Nie",42396,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","20","mieszkalny",25.36,"1","","",115000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2814,4083.56,"Nie",42382,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","21","mieszkalny",63.67,"3","","",260000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2815,3850,"Nie",42669,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","12","22","mieszkalny",43.2,"1","","",166320,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2816,4625.55,"Nie",42800,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","12","24","mieszkalny",27.24,"1","","",126000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2817,4385.2,"Nie",42384,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","26","mieszkalny",57.01,"2","","",250000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2818,3947.17,"Nie",42453,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","27","mieszkalny",65.87,"2","","",260000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2819,5005.89,"Nie",42513,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","29","mieszkalny",67.92,"3","","",340000,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2820,4563.31,"Nie",42641,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","30A","mieszkalny",20.93,"1","","",95510,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2821,4703.4,"Nie",42717,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12","30B","mieszkalny",40.93,"2","","",192510,"Slowackiego 12",19.016374,50.260806,63,135.749117282826,99,247.30657642366,23,327.477497593381,23,327.477497593381,628
2822,2278.37,"Nie",42515,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","17","5","mieszkalny",197.51,"6","","",450000,"Slowackiego 17",19.0165189,50.261414,60,80.735926476188,100,167.68527902384,23,130.961415165256,23,130.961415165256,577
2823,2178.67,"Nie",42548,"umowa sprzedazy - rynek wtorny","skarb panstwa","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","18","18","mieszkalny",69.4,"2","","",151200,"Slowackiego 18",19.015896,50.260152,64,83.5691916357723,103,82.9371718076857,23,259.981334800829,23,259.981334800829,539
2824,2564.84,"Nie",42613,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","18","18","mieszkalny",69.4,"2","","",178000,"Slowackiego 18",19.015896,50.260152,64,83.5691916357723,103,82.9371718076857,23,259.981334800829,23,259.981334800829,539
2825,1239.98,"Nie",42475,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","22","10","mieszkalny",159.68,"4","do remontu kapitalnego","",198000,"Slowackiego 22",19.0159014,50.2593896,66,29.7067074350682,96,83.4061855795027,23,58.6142968359173,23,58.6142968359173,525
2826,3624.89,"Nie",42782,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","49","11","mieszkalny",68.14,"3","","",247000,"Slowackiego 49",19.0147847,50.2584465,64,139.165631773671,92,210.169702225097,30,66.6578398041015,30,66.6578398041015,699
2827,4612.28,"Nie",42782,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","49","12","mieszkalny",34.69,"1","","",160000,"Slowackiego 49",19.0147847,50.2584465,64,139.165631773671,92,210.169702225097,30,66.6578398041015,30,66.6578398041015,699
2828,4673.46,"Nie",42513,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12a","2","mieszkalny",33.38,"1","","",156000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2829,4120.07,"Nie",42731,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12a","4","mieszkalny",33.98,"1","","",140000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2830,4525.54,"Nie",42394,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12A","6","mieszkalny",70.76,"2","","",320227,"Slowackiego 12A",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2831,4310.34,"Nie",42446,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","12a","9","mieszkalny",34.8,"1","","",150000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2832,3858.14,"Nie",42440,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","12a","13","mieszkalny",67.39,"2","","",260000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2833,4185.91,"Nie",42706,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12a","13","mieszkalny",34.64,"1","","",145000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2834,3971.01,"Nie",42579,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","12a","16","mieszkalny",34.5,"1","","",137000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2835,4147.35,"Nie",42800,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","12a","21","mieszkalny",40.99,"1","","",170000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2836,4854.37,"Nie",42440,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego","12a","25","mieszkalny",42.23,"1","","",205000,"Slowackiego 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2837,2210.54,"Tak",42124,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","41/43","6","mieszkalny",119.88,"4","","",265000,"Slowackiego 41/43",19.1473611,50.1455178,0,NA,0,NA,0,NA,0,3000,18886
2838,6727.21,"Nie",42362,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","41/43","8A","mieszkalny",29.73,"1","","",2e+05,"Slowackiego 41/43",19.1473611,50.1455178,0,NA,0,NA,0,NA,0,3000,18886
2839,3347.17,"Nie",42664,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego","41-43","27","mieszkalny",38.54,"1","do remontu kapitalnego","",129000,"Slowackiego 41-43",19.1473611,50.1455178,0,NA,0,NA,0,NA,0,3000,18886
2840,1552.27,"Tak",42142,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego Juliusza","17","7","mieszkalny",148.17,"4","","",230000,"Slowackiego Juliusza 17",19.0165189,50.261414,60,80.735926476188,100,167.68527902384,23,130.961415165256,23,130.961415165256,577
2841,1762.65,"Nie",42279,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego Juliusza","20","4","mieszkalny",126.06,"4","do remontu kapitalnego","",222200,"Slowackiego Juliusza 20",19.0159129,50.2599829,64,60.435865040927,102,72.4666767688332,23,202.998696579707,23,202.998696579707,520
2842,1630.47,"Nie",42677,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego Juliusza","49","11","mieszkalny",68.14,"3","do remontu kapitalnego","",111100,"Slowackiego Juliusza 49",19.0147847,50.2584465,64,139.165631773671,92,210.169702225097,30,66.6578398041015,30,66.6578398041015,699
2843,1937.16,"Nie",42677,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Slowackiego Juliusza","49","12","mieszkalny",34.69,"1","do remontu kapitalnego","",67200,"Slowackiego Juliusza 49",19.0147847,50.2584465,64,139.165631773671,92,210.169702225097,30,66.6578398041015,30,66.6578398041015,699
2844,4067.54,"Nie",42165,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego Juliusza","12a","3","mieszkalny",65.15,"3","","",265000,"Slowackiego Juliusza 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2845,4488.95,"Nie",42342,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Slowackiego Juliusza","12a","11","mieszkalny",28.96,"1","","",130000,"Slowackiego Juliusza 12a",19.016759,50.260777,62,92.4550226195273,99,200.608070494159,23,313.655004843907,23,313.655004843907,641
2846,2459.71,"Nie",42557,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","1","1","mieszkalny",35.37,"1","","",87000,"Slupska 1",18.970305,50.2234709,18,98.3903325229181,31,46.1161848662246,0,NA,0,3000,6181
2847,3606.04,"Nie",42578,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","3","38","mieszkalny",44.37,"2","","",160000,"Slupska 3",18.970485,50.2234709,18,85.6612374194405,31,59.5936488951342,0,NA,0,3000,6171
2848,3757.65,"Nie",42390,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","3","40","mieszkalny",47.37,"2","","",178000,"Slupska 3",18.970485,50.2234709,18,85.6612374194405,31,59.5936488951342,0,NA,0,3000,6171
2849,3038.73,"Nie",42368,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","10","56","mieszkalny",46.73,"2","przecietny uwzgledniajacy standardowe zuzycie","lata 60-te XX w.",142000,"Slupska 10",18.971203,50.223053,18,164.973597141393,31,121.333329840534,0,NA,0,3000,6530
2850,3166.23,"Nie",42574,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","11","34","mieszkalny",37.9,"1","","",120000,"Slupska 11",18.9714259,50.223433,18,79.4841317902704,31,179.332409799341,0,NA,0,3000,6254
2851,2605.86,"Nie",42641,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","13","15","mieszkalny",46.05,"2","","lata 60-te XX w.",120000,"Slupska 13",18.971747,50.22342,17,97.9478310444642,31,240.749049519256,0,NA,0,3000,6277
2852,3069.15,"Nie",42500,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Slupska","20","25","mieszkalny",55.39,"2","","",170000,"Slupska 20",18.974546,50.2229087,15,86.9359689240718,26,1210.9494282397,0,NA,0,3000,6202
2853,4148.02,"Nie",42495,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Smolenska","11","4","mieszkalny",79.69,"2","","",330555.56,"Smolenska 11",18.950415,50.2282554,14,806.367002517846,14,626.380480974283,0,NA,0,3000,7587
2854,4289.32,"Nie",42247,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Smolna","7","1","mieszkalny",47.49,"1","","",203700,"Smolna 7",19.114943,50.283924,0,NA,27,2581.58332100439,0,NA,0,3000,8555
2855,4747.89,"Nie",42170,"umowa sprzedazy - rynek pierwotny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Smolna","7","2","mieszkalny",52.46,"1","","",249074.07,"Smolna 7",19.114943,50.283924,0,NA,27,2581.58332100439,0,NA,0,3000,8555
2856,4438.09,"Nie",42347,"umowa sprzedazy - rynek pierwotny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Smolna","7","4","mieszkalny",39.64,"2","","",175925.93,"Smolna 7",19.114943,50.283924,0,NA,27,2581.58332100439,0,NA,0,3000,8555
2857,4433.41,"Nie",42341,"umowa sprzedazy - rynek pierwotny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Smolna","7","5","mieszkalny",69.13,"2","","",306481.48,"Smolna 7",19.114943,50.283924,0,NA,27,2581.58332100439,0,NA,0,3000,8555
2858,2062.26,"Nie",42298,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Sobieskiego","5","9","mieszkalny",77.1,"3","","",159000,"Sobieskiego 5",19.012663,50.262333,52,272.048880450819,99,330.110131080325,23,229.2846177647,23,229.2846177647,905
2859,3722.22,"Nie",42352,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sobieskiego","8","8","mieszkalny",94.03,"3","","",350000,"Sobieskiego 8",19.012952,50.2620809,55,364.449925725725,98,385.863919856567,23,330.918935926372,23,330.918935926372,894
2860,3266.12,"Nie",42759,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Sobieskiego","8A","9A","mieszkalny",35.21,"1","","",115000,"Sobieskiego 8A",19.0128679,50.262015,55,350.97840638615,98,357.142535300013,23,325.072776261522,23,325.072776261522,884
2861,4126.98,"Nie",42536,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sobocinskiego","14","1","mieszkalny",31.5,"pokoj z aneksem kuchennym:1","","1900-1919",130000,"Sobocinskiego 14",18.968766,50.2089639,20,1319.14753355184,25,903.465849174533,0,NA,0,3000,7416
2862,4324.32,"Nie",42536,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sobocinskiego","14","2","mieszkalny",37,"pokoj z aneksem kuchennym:1","","1900-1919",160000,"Sobocinskiego 14",18.968766,50.2089639,20,1319.14753355184,25,903.465849174533,0,NA,0,3000,7416
2863,4426.23,"Nie",42633,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sobocinskiego","14","5","mieszkalny",30.5,"pokoj z aneksem kuchennym:1","","1900-1919",135000,"Sobocinskiego 14",18.968766,50.2089639,20,1319.14753355184,25,903.465849174533,0,NA,0,3000,7416
2864,4473.68,"Nie",42355,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Piotrowice","Sobocinskiego","14","6","mieszkalny",38,"1","","1900-1919",170000,"Sobocinskiego 14",18.968766,50.2089639,20,1319.14753355184,25,903.465849174533,0,NA,0,3000,7416
