"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSæ","Obreb","Dzielnica","Ulica","Numer.administracyjny","Numer.lokalu","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","X","lon","lat"
1,"2293.97","Tak",42671,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","98","12","mieszkalny","58.85","2","","","135000","1 Maja 98","",19.052338,50.2589879
2,"3083.25","Nie",42227,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","124","23","mieszkalny","48.65","2","","","150000","1 Maja 124","",19.055923,50.2587539
3,"1794.2","Nie",42214,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","124","30","mieszkalny","37.9","1","","","68000","1 Maja 124","",19.055923,50.2587539
4,"2401.15","Tak",42153,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","126","19","mieszkalny","62.47","3","","","150000","1 Maja 126","",19.0561219,50.2587569
5,"2401.15","Tak",42153,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","126","19","mieszkalny","62.47","3","","","150000","1 Maja 126","",19.0561219,50.2587569
6,"2401.15","Tak",42153,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","126","19","mieszkalny","62.47","3","","","150000","1 Maja 126","",19.0561219,50.2587569
7,"3005.71","Nie",42797,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","126","29","mieszkalny","66.54","3","","","200000","1 Maja 126","",19.0561219,50.2587569
8,"4185.1","Nie",42464,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","126","30","mieszkalny","29.39","2","","","123000","1 Maja 126","",19.0561219,50.2587569
9,"2687.99","Nie",42419,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","126","30","mieszkalny","29.39","2","","","79000","1 Maja 126","",19.0561219,50.2587569
10,"1975.75","Nie",42410,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","144","31","mieszkalny","53.6","3","","","105900","1 Maja 144","",19.059507,50.2590829
11,"3460.45","Nie",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","148","11","mieszkalny","42.48","2","","","147000","1 Maja 148","",19.060313,50.2592099
12,"3257.98","Tak",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","1 Maja","148","11","mieszkalny","45.12","2","","","147000","1 Maja 148","",19.060313,50.2592099
13,"3460.45","Nie",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","148","11","mieszkalny","42.48","2","","","147000","1 Maja 148","",19.060313,50.2592099
14,"2426.28","Nie",42209,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","150","19","mieszkalny","53.58","3","","","130000","1 Maja 150","",16.2409035,50.7621569
15,"2542.37","Nie",42753,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","110A","20","mieszkalny","47.2","2","","","120000","1 Maja 110A","",19.054356,50.2583149
16,"2330.77","Nie",42647,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","114C","20","mieszkalny","49.34","2","","","115000","1 Maja 114C","",19.0554369,50.258007
17,"3791.21","Nie",42450,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","158D","3","mieszkalny","36.4","2","","","138000","1 Maja 158D","",19.0618899,50.2589009
18,"3421.77","Tak",42450,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","1 Maja","158d","3","mieszkalny","40.33","2","","","138000","1 Maja 158d","",19.0618899,50.2589009
19,"2684.22","Tak",42277,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","162F","9","mieszkalny","58.49","3","","","157000","1 Maja 162F","",19.0624049,50.258277
20,"2684.22","Nie",42277,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","1 Maja","162F","9","mieszkalny","58.49","3","","","157000","1 Maja 162F","",19.0624049,50.258277
21,"2553.53","Tak",42628,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","1 Maja","162H","1","mieszkalny","50.91","2","","","130000","1 Maja 162H","",19.062426,50.2580509
22,"2373.35","Nie",42585,"umowa przeniesienia praw","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","4a","14","mieszkalny","43.82","1","","","104000","18 sierpnia 4a","",19.004376,50.261465
23,"3551.77","Nie",42598,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","1","1","mieszkalny","38.15","1","","","135500","18 sierpnia 1","",19.0035269,50.2619879
24,"2547.41","Nie",42523,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","1","3","mieszkalny","35.33","1","","","90000","18 sierpnia 1","",19.0035269,50.2619879
25,"1843.1","Nie",42135,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","4","3","mieszkalny","42.32","1","","","78000","18 sierpnia 4","",19.004237,50.261514
26,"3365.11","Nie",42599,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","4","4","mieszkalny","35.66","1","","","120000","18 sierpnia 4","",19.004237,50.261514
27,"2516.62","Nie",42559,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","4","7","mieszkalny","42.12","1","","","106000","18 sierpnia 4","",19.004237,50.261514
28,"2082.15","Nie",42559,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6","3","mieszkalny","40.9","1","","","85160","18 sierpnia 6","",19.004815,50.261322
29,"3178.48","Nie",42663,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6","3","mieszkalny","40.9","1","","","130000","18 sierpnia 6","",19.004815,50.261322
30,"2184.8","Nie",42402,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6","11","mieszkalny","43.94","1","","","96000","18 sierpnia 6","",19.004815,50.261322
31,"2036.41","Nie",42314,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6","11","mieszkalny","43.94","1","","","89480","18 sierpnia 6","",19.004815,50.261322
32,"3002.18","Nie",42254,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","8","14","mieszkalny","36.64","1","","","110000","18 sierpnia 8","",19.003226,50.261338
33,"3344.07","Nie",42641,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","10A","3","mieszkalny","40.37","1","","","135000","18 sierpnia 10A","",19.004091,50.261075
34,"2026.11","Nie",42243,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","12a","14","mieszkalny","44.42","1","","","90000","18 sierpnia 12a","",19.003591,50.261233
35,"3554.23","Nie",42499,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","4a","3","mieszkalny","43.61","1","","","155000","18 sierpnia 4a","",19.004376,50.261465
36,"1493.65","Nie",42368,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","4b","6","mieszkalny","40.17","2","","","60000","18 sierpnia 4b","",19.0045639,50.261401
37,"3083.8","Nie",42394,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6a","6","mieszkalny","44.75","1","","","138000","18 sierpnia 6a","",19.005022,50.2612669
38,"2236.42","Nie",42559,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6A","14","mieszkalny","43.82","2","","","98000","18 sierpnia 6A","",19.005022,50.2612669
39,"3194.89","Nie",42647,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","6A","14","mieszkalny","43.82","2","","","140000","18 sierpnia 6A","",19.005022,50.2612669
40,"2371.54","Nie",42172,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","8a","13","mieszkalny","37.95","1","","","90000","18 sierpnia 8a","",19.0034579,50.2612679
41,"2640.61","Nie",42423,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","8b","2","mieszkalny","37.87","1","","","100000","18 sierpnia 8b","",19.003669,50.261201
42,"3036.7","Nie",42480,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","18 sierpnia","8B","2","mieszkalny","37.87","1","","","115000","18 sierpnia 8B","",19.003669,50.261201
43,"962.22","Tak",42467,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","3 Maja","11","16a","mieszkalny","42.61","1","do remontu kapitalnego","","41000","3 Maja 11","",19.1255221,50.2772283
44,"3003","Nie",42157,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","3 Maja","40","4","mieszkalny","53.28","2","","","160000","3 Maja 40","",18.942049,50.3029639
45,"3268.24","Nie",42465,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","7","14","mieszkalny","48.65","2","","","159000","Adama 7","",19.0725899,50.2187069
46,"2374.32","Nie",42229,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","7","22","mieszkalny","61.07","3","do remontu kapitalnego","","145000","Adama 7","",19.0725899,50.2187069
47,"3078.43","Nie",42167,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","9","13","mieszkalny","61.07","3","","","188000","Adama 9","",19.073221,50.218669
48,"3905.45","Nie",42618,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","9","26","mieszkalny","48.65","2","","","190000","Adama 9","",19.073221,50.218669
49,"2916.18","Nie",42158,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","11","27","mieszkalny","60.01","3","","","175000","Adama 11","",19.073418,50.2187
50,"2432.93","Nie",42172,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","13","15","mieszkalny","60.01","3","","","146000","Adama 13","",19.073573,50.2187039
51,"2940.2","Nie",42383,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","16","31","mieszkalny","30.27","1","","","89000","Adama 16","",19.072402,50.2171199
52,"2771.89","Nie",42192,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","17","16","mieszkalny","61.33","3","","","170000","Adama 17","",19.073584,50.217793
53,"3539.52","Nie",42543,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","22","12","mieszkalny","59.33","3","","","210000","Adama 22","",-79.431753,40.3960108
54,"1997.12","Nie",42137,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","22","23","mieszkalny","48.57","2","","","97000","Adama 22","",-79.431753,40.3960108
55,"3396.46","Nie",42177,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","25","2","mieszkalny","48.58","2","","","165000","Adama 25","",19.074164,50.2174769
56,"3313.45","Nie",42361,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","25","24","mieszkalny","60.36","3","","","200000","Adama 25","",19.074164,50.2174769
57,"2665.78","Nie",42709,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","27","31","mieszkalny","60.02","3","","","160000","Adama 27","",-84.8454816,32.8502576
58,"3015.98","Nie",42352,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","34","7","mieszkalny","61.34","3","","","185000","Adama 34","",19.072612,50.2163289
59,"3068.74","Nie",42606,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","34","11","mieszkalny","48.88","2","do remontu kapitalnego","","150000","Adama 34","",19.072612,50.2163289
60,"2957.84","Nie",42500,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","Giszowiec","Adama","36","12","mieszkalny","60.01","3","","","177500","Adama 36","",19.07284,50.216358
61,"2433.41","Nie",42531,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Adamskiego  ","5","35","mieszkalny","71.6","3","","","174232","Adamskiego   5","",19.0036539,50.2538683
62,"3746.4","Nie",42184,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Adamskiego  ","9","2","mieszkalny","34.7","1","","","130000","Adamskiego   9","",19.0023695,50.2528716
63,"3541.67","Nie",42642,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Adamskiego  ","14a","10","mieszkalny","48","3","","","170000","Adamskiego   14a","",19.0030214,50.2530753
64,"3264.15","Nie",42551,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Centrum","Adamskiego S.","4","23","mieszkalny","49.63","2","","","162000","Adamskiego S. 4","",19.0048,50.2542231
65,"673.27","Nie",42150,"umowa sprzedazy - rynek wtorny","skarb panstwa","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Centrum","Adamskiego S.","3b","1","mieszkalny","50.61","2","","","34074.2","Adamskiego S. 3b","",19.1737687,50.1409824
66,"4830.92","Nie",42709,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Adwentowicza","5","1","mieszkalny","76.59","2","","","370000","Adwentowicza 5","",19.5327816,51.7581222
67,"4830.92","Nie",42709,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Adwentowicza","5","2","mieszkalny","76.59","2","","","370000","Adwentowicza 5","",19.5327816,51.7581222
68,"2442.53","Tak",42521,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Agnieszki","12","1","mieszkalny","104.4","3","","","255000","Agnieszki 12","",19.005063,50.279314
69,"3147.26","Nie",42550,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Akacjowa","4","13","mieszkalny","21.9","2","","","68925","Akacjowa 4","",18.544145,54.484392
70,"3342.97","Nie",42612,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Aleja Korfantego","8","37","mieszkalny","27.67","1","","","92500","Aleja Korfantego 8","",19.0215751,50.262465
71,"5240.33","Nie",42580,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","SrodmieScie","Aleja Korfantego","8","54","mieszkalny","27.67","1","","","145000","Aleja Korfantego 8","",19.0215751,50.262465
